Name,SMILES_x,DDPD-ID,Drug-Name,Molecular-Weight,Molecular-Formula,data_source
picosulfuric acid,OS(=O)(=O)OC1=CC=C(C=C1)C(C1=CC=C(OS(O)(=O)=O)C=C1)C1=CC=CC=N1,DDPD09268,Picosulfuric acid,437.44,C18H15NO8S2,original
pidolic acid,OC(=O)[C@@H]1CCC(=O)N1,DDPD03088,Pidolic acid,129.114,C5H7NO3,original
piflufolastat f 18,OC(=O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)C1=CC=C([18F])N=C1)C(O)=O)C(O)=O,,,441.4,C18H23FN4O8,PubChem
pilocarpine,CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O,DDPD01085,Pilocarpine,208.2569,C11H16N2O2,original
pimavanserin,CC(C)COC1=CC=C(CNC(=O)N(CC2=CC=C(F)C=C2)C2CCN(C)CC2)C=C1,DDPD05316,Pimavanserin,427.564,C25H34FN3O2,original
pimecrolimus,[H][C@]1(CC[C@H](Cl)[C@@H](C1)OC)\C=C(/C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC)C(=O)C[C@H](O)[C@H]1C)OC,DDPD00337,Pimecrolimus,810.46,C43H68ClNO11,original
pimethixene,CN1CCC(CC1)=C1C2=CC=CC=C2SC2=CC=CC=C12,,,293.4,C19H19NS,PubChem
pimozide,FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1,DDPD01100,Pimozide,461.5462,C28H29F2N3O,original
pinacidil,CC(N\C(NC#N)=N\C1=CC=NC=C1)C(C)(C)C,DDPD06762,Pinacidil,245.33,C13H19N5,original
pinaverium,COC1=C(OC)C=C(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)C(Br)=C1,DDPD09090,Pinaverium,511.52,C26H41BrNO4,original
pindolol,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,DDPD00960,Pindolol,248.3208,C14H20N2O2,original
pioglitazone,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,DDPD01132,Pioglitazone,356.439,C19H20N2O3S,original
pipecuronium,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CC[N+](C)(C)CC1)N1CC[N+](C)(C)CC1,DDPD01338,Pipecuronium,602.8912,C35H62N4O4,original
piperacillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=CC=C1)C(O)=O,DDPD00319,Piperacillin,517.555,C23H27N5O7S,original
piperaquine,ClC1=CC2=C(C=C1)C(=CC=N2)N1CCN(CCCN2CCN(CC2)C2=CC=NC3=C2C=CC(Cl)=C3)CC1,,,535.5,C29H32Cl2N6,PubChem
piperazine,C1CNCCN1,DDPD00592,Piperazine,86.1356,C4H10N2,original
piperonyl butoxide,CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC,DDPD09350,Piperonyl butoxide,338.4385,C19H30O5,original
pipobroman,BrCCC(=O)N1CCN(CC1)C(=O)CCBr,DDPD00236,Pipobroman,356.054,C10H16Br2N2O2,original
pipotiazine,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1,,,475.7,C24H33N3O3S2,PubChem
pipradrol,[H]N1CCCCC1C(O)(C1=CC=CC=C1)C1=CC=CC=C1,DDPD11584,Pipradrol,267.372,C18H21NO,original
piracetam,NC(=O)CN1CCCC1=O,DDPD09210,Piracetam,142.1558,C6H10N2O2,original
pirbuterol,CC(C)(C)NCC(O)C1=NC(CO)=C(O)C=C1,DDPD01291,Pirbuterol,240.2988,C12H20N2O3,original
pirenzepine,CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1,DDPD00670,Pirenzepine,351.4023,C19H21N5O2,original
piretanide,NS(=O)(=O)C1=CC(=CC(N2CCCC2)=C1OC1=CC=CC=C1)C(O)=O,DDPD02925,Piretanide,362.4,C17H18N2O5S,original
pirfenidone,CC1=CN(C(=O)C=C1)C1=CC=CC=C1,DDPD04951,Pirfenidone,185.2218,C12H11NO,original
piritramide,NC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)N1CCCCC1,DDPD12492,Piritramide,430.5851,C27H34N4O,original
piroxicam,CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O,DDPD00554,Piroxicam,331.346,C15H13N3O4S,original
pitavastatin,O[C@H](C[C@H](O)\C=C\C1=C(N=C2C=CC=CC2=C1C1=CC=C(F)C=C1)C1CC1)CC(O)=O,DDPD08860,Pitavastatin,421.4608,C25H24FNO4,original
pitolisant,ClC1=CC=C(CCCOCCCN2CCCCC2)C=C1,DDPD11642,Pitolisant,295.85,C17H26ClNO,original
pivampicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OCOC(=O)C(C)(C)C,DDPD01604,Pivampicillin,463.547,C22H29N3O6S,original
pivmecillinam,[H]C(=N[C@@H]1C(=O)N2[C@@H](C(=O)OCOC(=O)C(C)(C)C)C(C)(C)S[C@]12[H])N1CCCCCC1,DDPD01605,Pivmecillinam,439.569,C21H33N3O5S,original
pixantrone,NCCNC1=CC=C(NCCN)C2=C1C(=O)C1=C(C=NC=C1)C2=O,DDPD06193,Pixantrone,325.372,C17H19N5O2,original
pizotifen,CN1CCC(CC1)=C1C2=C(CCC3=CC=CC=C13)SC=C2,DDPD06153,Pizotifen,295.44,C19H21NS,original
plazomicin,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@@H](C[C@H](N)[C@@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H]2O)NC(=O)[C@@H](O)CCN)OC[C@]1(C)O,DDPD12615,Plazomicin,592.691,C25H48N6O10,original
plecanatide,[H][C@@]12CSSC[C@H](NC(=O)CNC(=O)[C@@]([H])(NC(=O)[C@]([H])(CSSC[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N1)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC2=O)C(C)C)C(C)C)[C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(O)=O,DDPD13170,Plecanatide,1681.89,C65H104N18O26S4,original
plerixafor,C(N1CCCNCCNCCCNCC1)C1=CC=C(CN2CCCNCCNCCCNCC2)C=C1,DDPD06809,Plerixafor,502.782,C28H54N8,original
plicamycin,CO[C@@H]([C@@H]1CC2=CC3=CC(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)=C(C)C(O)=C3C(O)=C2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1)C(=O)[C@@H](O)[C@@H](C)O,DDPD06810,Plicamycin,1085.1454,C52H76O24,original
p-nitrobiphenyl,O=N(=O)C1=CC=C(C=C1)C1=CC=CC=C1,,,199.20,C12H9NO2,PubChem
podofilox,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(OC)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@H]2O,DDPD01179,Podofilox,414.4053,C22H22O8,original
podophyllin,COC1=CC(=CC(OC)=C1OC)C1C2C(COC2=O)C(O)C2=CC3=C(OCO3)C=C12.COC1=CC(=CC(OC)=C1OC)C1C2C(COC2=O)C(O)C2=CC3=C(OCO3)C=C12.COC1=CC(=CC(OC)=C1OC)C1C(C(CO)C(O)C2=CC3=C(OCO3)C=C12)C(O)=O.COC1=CC(=CC(OC)=C1OC)C1C(C(CO)C(O)C2=CC3=C(OCO3)C=C12)C(O)=O,DDPD09094,Podophyllin,1693.67,C88H92O34,original
polidocanol,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,DDPD06811,Polidocanol,582.8073,C30H62O10,original
polydatin,OC[C@H]1O[C@@H](OC2=CC(\C=C\C3=CC=C(O)C=C3)=CC(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O,,,,,original
polymyxin b,[H][C@]1(NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCNC1=O)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)CCCCC(C)CC)[C@@H](C)O)[C@@H](C)O,DDPD00781,Polymyxin B,1203.499,C56H98N16O13,original
polythiazide,CN1C(CSCC(F)(F)F)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O,DDPD01324,Polythiazide,439.882,C11H13ClF3N3O4S3,original
pomalidomide,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,DDPD08910,Pomalidomide,273.2441,C13H11N3O4,original
ponatinib,CN1CCN(CC2=CC=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2C(F)(F)F)CC1,DDPD08901,Ponatinib,532.5595,C29H27F3N6O,original
ponesimod,CCC\N=C1/S\C(=C/C2=CC=C(OC[C@H](O)CO)C(Cl)=C2)C(=O)N1C1=CC=CC=C1C,,,461.0,C23H25ClN2O4S,PubChem
posaconazole,CC[C@@H]([C@H](C)O)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@@H]2CO[C@](CN3C=NC=N3)(C2)C2=C(F)C=C(F)C=C2)C=C1,DDPD01263,Posaconazole,700.7774,C37H42F2N8O4,original
potassium,[KH],DDPD14500,Potassium,39.0983,K,original
potassium acetate,[K+].CC([O-])=O,,,98.14,C2H3KO2,PubChem
potassium alum,[Al+3].[K+].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,DDPD09087,Potassium alum,258.205,AlKO8S2,original
potassium aspartate,[H+].[H+].O.[K+].[K+].N[C@@H](CC([O-])=O)C([O-])=O.N[C@@H](CC([O-])=O)C([O-])=O,,,360.40,C8H14K2N2O9,PubChem
potassium bicarbonate,[K+].OC([O-])=O,DDPD11098,Potassium bicarbonate,100.1151,CHKO3,original
potassium carbonate,[K+].[K+].[O-]C([O-])=O,,,138.205,CK2O3,PubChem
potassium cation,[K+],DDPD01345,Potassium cation,39.0983,K,original
potassium chloride,[Cl-].[K+],DDPD00761,Potassium chloride,74.551,ClK,original
potassium citrate,[K+].[K+].[K+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,DDPD09125,Potassium citrate,306.394,C6H5K3O7,original
potassium gluconate,[K+].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,DDPD13620,Potassium gluconate,234.245,C6H11KO7,original
potassium hydroxide,[OH-].[K+],DDPD11153,Potassium hydroxide,56.1056,HKO,original
potassium iodide,[K+].[I-],,,166.0028,IK,PubChem
potassium lactate,[K+].CC(O)C([O-])=O,,,128.17,C3H5KO3,PubChem
potassium nitrate,[K+].[O-][N+]([O-])=O,DDPD11090,Potassium nitrate,101.1032,KNO3,original
potassium perchlorate,[K+].[O-][Cl](=O)(=O)=O,DDPD09418,Potassium perchlorate,138.549,ClKO4,original
potassium sulfate,[K+].[K+].[O-]S([O-])(=O)=O,,,174.26,K2O4S,PubChem
p-phenylenediamine,NC1=CC=C(N)C=C1,,,108.14,C6H8N2,PubChem
practolol,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1,DDPD01297,Practolol,266.3361,C14H22N2O3,original
pralatrexate,NC1=NC2=NC=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N=C2C(N)=N1,DDPD06813,Pralatrexate,477.4726,C23H23N7O5,original
pralidoxime,C[N+]1=C(\C=N\O)C=CC=C1,DDPD00733,Pralidoxime,137.1592,C7H9N2O,original
pralsetinib,CO[C@@]1(CC[C@@H](CC1)C1=NC(NC2=NNC(C)=C2)=CC(C)=N1)C(=O)N[C@@H](C)C1=CC=C(N=C1)N1C=C(F)C=N1,,,533.6,C27H32FN9O2,PubChem
pramipexole,CCCN[C@H]1CCC2=C(C1)SC(N)=N2,DDPD00413,Pramipexole,211.327,C10H17N3S,original
pramiracetam,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,,,269.38,C14H27N3O2,PubChem
pramlintide,[H]N[C@@H](CCCCN)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@@]([H])(NC(=O)[C@H](C)NC(=O)[C@@]([H])(NC(=O)[C@H](CC(N)=O)NC1=O)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@]([H])([C@@H](C)CC)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@]([H])([C@@H](C)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(N)=O,DDPD01278,Pramlintide,3949.44,C171H267N51O53S2,original
pramocaine,CCCCOC1=CC=C(OCCCN2CCOCC2)C=C1,DDPD09345,Pramocaine,293.407,C17H27NO3,original
prasterone,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C,DDPD01708,Prasterone,288.4244,C19H28O2,original
prasterone enantate,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@H](CC[C@]12C)OC(=O)CCCCCC,,,400.6,C26H40O3,PubChem
prasugrel,CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C2CC2)C2=CC=CC=C2F)S1,DDPD06209,Prasugrel,373.441,C20H20FNO3S,original
pravastatin,[H][C@]12[C@H](C[C@H](O)C=C1C=C[C@H](C)[C@@H]2CC[C@@H](O)C[C@@H](O)CC(O)=O)OC(=O)[C@@H](C)CC,DDPD00175,Pravastatin,424.5277,C23H36O7,original
prazepam,ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1,DDPD01588,Prazepam,324.804,C19H17ClN2O,original
praziquantel,O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1,DDPD01058,Praziquantel,312.4061,C19H24N2O2,original
prazosin,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1,DDPD00457,Prazosin,383.4011,C19H21N5O4,original
prednicarbate,[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DDPD01130,Prednicarbate,488.577,C27H36O8,original
prednisolone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DDPD00860,Prednisolone,360.444,C21H28O5,original
prednisolone acetate,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@]([H])(O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DDPD15566,Prednisolone acetate,402.4807,C23H30O6,original
prednisolone phosphate,[H][C@@]12CC[C@](O)(C(=O)COP(O)(O)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DDPD14631,Prednisolone phosphate,440.429,C21H29O8P,original
prednisolone tebutate,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CC(C)(C)C)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,,,458.6,C27H38O6,PubChem
prednisone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DDPD00635,Prednisone,358.4281,C21H26O5,original
prednisone acetate,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,,,400.5,C23H28O6,PubChem
pregabalin,CC(C)C[C@H](CN)CC(O)=O,DDPD00230,Pregabalin,159.2261,C8H17NO2,original
pregnenolone,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,,,316.5,C21H32O2,PubChem
prenylamine,CC(CC1=CC=CC=C1)NCCC(C1=CC=CC=C1)C1=CC=CC=C1,DDPD04825,Prenylamine,329.4779,C24H27N,original
pretomanid,[O-][N+](=O)C1=CN2C[C@@H](COC2=N1)OCC1=CC=C(OC(F)(F)F)C=C1,DDPD05154,Pretomanid,359.2574,C14H12F3N3O5,original
prilocaine,CCCNC(C)C(=O)NC1=CC=CC=C1C,DDPD00750,Prilocaine,220.3107,C13H20N2O,original
primaquine,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1,DDPD01087,Primaquine,259.3467,C15H21N3O,original
primidone,CCC1(C(=O)NCNC1=O)C1=CC=CC=C1,DDPD00794,Primidone,218.2518,C12H14N2O2,original
probenecid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O,DDPD01032,Probenecid,285.359,C13H19NO4S,original
probucol,CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,DDPD01599,Probucol,516.842,C31H48O2S2,original
procainamide,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1,DDPD01035,Procainamide,235.3253,C13H21N3O,original
procaine,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,DDPD00721,Procaine,236.3101,C13H20N2O2,original
procaine benzylpenicillin,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1.[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O,DDPD09320,Procaine benzylpenicillin,570.71,C29H38N4O6S,original
procaine merethoxylline,O.[Hg+].CCN(CC)CCOC(=O)C1=CC=C(N)C=C1.[CH2]C(CN=C(O)C1=CC=CC=C1OCC([O-])=O)OCCOC,,,764.2,C28H41HgN3O9,PubChem
procarbazine,CNNCC1=CC=C(C=C1)C(=O)NC(C)C,DDPD01168,Procarbazine,221.2988,C12H19N3O,original
procaterol,CC[C@@H](NC(C)C)[C@@H](O)C1=CC=C(O)C2=C1C=CC(=O)N2,,,290.36,C16H22N2O3,PubChem
prochlorperazine,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,DDPD00433,Prochlorperazine,373.943,C20H24ClN3S,original
procyclidine,OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,DDPD00387,Procyclidine,287.4397,C19H29NO,original
profenamine,CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12,DDPD00392,Profenamine,312.472,C19H24N2S,original
proflavine,NC1=CC2=NC3=C(C=CC(N)=C3)C=C2C=C1,DDPD01123,Proflavine,209.2465,C13H11N3,original
progesterone,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,DDPD00396,Progesterone,314.4617,C21H30O2,original
proguanil,CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C=C1,DDPD01131,Proguanil,253.731,C11H16ClN5,original
promazine,CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12,DDPD00420,Promazine,284.419,C17H20N2S,original
promethazine,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C,DDPD01069,Promethazine,284.419,C17H20N2S,original
propafenone,CCCNCC(O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1,DDPD01182,Propafenone,341.444,C21H27NO3,original
propanoic acid,CCC(O)=O,DDPD03766,Propanoic acid,74.0785,C3H6O2,original
propantheline,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C,DDPD00782,Propantheline,368.4892,C23H30NO3,original
proparacaine,CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC,DDPD00807,Proparacaine,294.3892,C16H26N2O3,original
propiolactone,O=C1CCO1,DDPD09348,Propiolactone,72.063,C3H4O2,original
propiomazine,CCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CC(C)N(C)C)C=C1,DDPD00777,Propiomazine,340.482,C20H24N2OS,original
propiverine,CCCOC(C(=O)OC1CCN(C)CC1)(C1=CC=CC=C1)C1=CC=CC=C1,DDPD12278,Propiverine,367.4813,C23H29NO3,original
propofol,CC(C)C1=CC=CC(C(C)C)=C1O,DDPD00818,Propofol,178.2707,C12H18O,original
propoxycaine,CCCOC1=CC(N)=CC=C1C(=O)OCCN(CC)CC,DDPD09342,Propoxycaine,294.395,C16H26N2O3,original
propranolol,CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,DDPD00571,Propranolol,259.3434,C16H21NO2,original
propyl alcohol,CCCO,DDPD03175,Propyl alcohol,60.095,C3H8O,original
propylene glycol,CC(O)CO,DDPD01839,Propylene glycol,76.0944,C3H8O2,original
propylhexedrine,CNC(C)CC1CCCCC1,,,155.28,C10H21N,PubChem
propyliodone,CCCOC(=O)CN1C=C(I)C(=O)C(I)=C1,,,447.01,C10H11I2NO3,PubChem
propylparaben,CCCOC(=O)C1=CC=C(O)C=C1,,,180.20,C10H12O3,PubChem
propylthiouracil,CCCC1=CC(=O)NC(=S)N1,DDPD00550,Propylthiouracil,170.232,C7H10N2OS,original
protionamide,CCCC1=CC(=CC=N1)C(N)=S,,,180.27,C9H12N2S,PubChem
protirelin,[H][C@@](CC1=CN=CN1)(NC(=O)[C@]1([H])CCC(=O)N1)C(=O)N1CCC[C@@]1([H])C(N)=O,,,362.38,C16H22N6O4,PubChem
protokylol,CC(CC1=CC=C2OCOC2=C1)NCC(O)C1=CC=C(O)C(O)=C1,,,331.4,C18H21NO5,PubChem
protriptyline,CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12,DDPD00344,Protriptyline,263.3767,C19H21N,original
proxibarbal,CC(O)CC1(CC=C)C(=O)NC(=O)NC1=O,,,226.23,C10H14N2O4,PubChem
prucalopride,COCCCN1CCC(CC1)NC(=O)C1=C2OCCC2=C(N)C(Cl)=C1,DDPD06480,Prucalopride,367.87,C18H26ClN3O3,original
prussian blue,[Fe+3].[Fe+3].[Fe+3].[Fe+3].N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N,DDPD06783,Prussian blue,859.239,C18Fe7N18,original
pseudoephedrine,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,DDPD00852,Pseudoephedrine,165.2322,C10H15NO,original
pyrantel,[H]\C(=C(\[H])C1=NCCCN1C)C1=CC=CS1,DDPD11156,Pyrantel,206.31,C11H14N2S,original
pyrazinamide,NC(=O)C1=NC=CN=C1,DDPD00339,Pyrazinamide,123.1127,C5H5N3O,original
pyridostigmine,CN(C)C(=O)OC1=C[N+](C)=CC=C1,DDPD00545,Pyridostigmine,181.2117,C9H13N2O2,original
pyridoxal phosphate,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O,DDPD00114,Pyridoxal phosphate,247.1419,C8H10NO6P,original
pyridoxine,CC1=C(O)C(CO)=C(CO)C=N1,DDPD00165,Pyridoxine,169.1778,C8H11NO3,original
pyrimethamine,CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1,DDPD00205,Pyrimethamine,248.711,C12H13ClN4,original
pyrithione,[O-][N+]1=C(S)C=CC=C1,DDPD06815,Pyrithione,127.16,C5H5NOS,original
pyrophosphoric acid,OP(O)(=O)OP(O)(O)=O,DDPD04160,Pyrophosphoric acid,177.9751,H4O7P2,original
pyruvic acid,CC(=O)C(O)=O,DDPD00119,Pyruvic acid,88.0621,C3H4O3,original
pyrvinium,CN(C)C1=CC2=C(C=C1)[N+](C)=C(\C=C\C1=C(C)N(C(C)=C1)C1=CC=CC=C1)C=C2,DDPD06816,Pyrvinium,382.53,C26H28N3,original
quaternium-15,[Cl-].[H]C(Cl)=C([H])C[N+]12CN3CN(CN(C3)C1)C2,,,251.15,C9H16Cl2N4,PubChem
quazepam,FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,DDPD01589,Quazepam,386.794,C17H11ClF4N2S,original
quetiapine,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,DDPD01224,Quetiapine,383.507,C21H25N3O2S,original
quinagolide,[H][C@]12C[C@@H](CN(CCC)[C@]1([H])CC1=CC=CC(O)=C1C2)NS(=O)(=O)N(CC)CC,DDPD09097,Quinagolide,395.56,C20H33N3O3S,original
quinapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O,DDPD00881,Quinapril,438.5161,C25H30N2O5,original
quinestrol,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC1CCCC1)C=C3,DDPD04575,Quinestrol,364.5204,C25H32O2,original
quinethazone,CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O,DDPD01325,Quinethazone,289.739,C10H12ClN3O3S,original
quinidine,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,DDPD00908,Quinidine,324.4168,C20H24N2O2,original
quinidine barbiturate,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1.COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,,,556.7,C32H36N4O5,PubChem
quinine,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,DDPD00468,Quinine,324.4168,C20H24N2O2,original
quinupramine,C1CN2CCC1C(C2)N1C2=CC=CC=C2CCC2=CC=CC=C12,,,304.4,C21H24N2,PubChem
