compound_name,NO.,IUPAC_name,SMILES,CID,logBB,BBB+/BBB-,Inchi,threshold,reference,group,comments,source,MW,AMW,SLogP,SMR,TopoPSA,TopoPSA(NO),nHBAcc,nHBDon,nRot,nAromAtom,nAromBond,nRing,nHetero,nC,nN,nO,nS,HybRatio,FCSP3,apol,bpol,LabuteASA,Lipinski,GhoseFilter
"propofol, diprivan",894,"2,6-di(propan-2-yl)phenol",CC(C)c1cccc(C(C)C)c1O,4943.0|4943.0|4943.0|4943.0|4943.0|4943.0|4943.0|4943.0|4943.0|4943.0|4943.0|4943.0|4943.0|4943.0|4943.0|4943.0|4943.0|4943.0|4943.0|4943.0|4943.0|,0.7,BBB+,"InChI=1S/C12H18O/c1-8(2)10-6-5-7-11(9(3)4)12(10)13/h5-9,13H,1-4H3",,R3|R11|R18|R26|R27|R42|R47|R8|R21|R27|R43|R2|R2|R27|R40|R38|R25|R41|R46|R3|,A,,classification|regression,178.135765196,5.746315006322581,3.639000000000002,56.28480000000004,20.23,20.23,1,1,2,6,6,1,1,12,0,1,0,0.5,0.5,32.84427399999997,18.057726,80.41528955807262,1,1
propranolol,2822,(2s)-1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol,CC(C)NC[C@H](O)COc1cccc2ccccc12,91536.0,,BBB-,"InChI=1S/C16H21NO2/c1-12(2)17-10-14(18)11-19-16-9-5-7-13-6-3-4-8-15(13)16/h3-9,12,14,17-18H,10-11H2,1-2H3/t14-/m0/s1",-1.0,R13|R27|R30|,B,,classification,259.1572289120001,6.478930722800003,2.577500000000001,78.58850000000005,41.49,41.49,3,2,6,10,11,2,3,16,1,2,0,0.375,0.375,43.42665299999998,23.373347,113.7603615029228,1,1
propyliodone,5721,"propyl 2-(3,5-diiodo-4-oxopyridin-1-yl)acetate",CCCOC(=O)Cn1cc(I)c(=O)c(I)c1,4949.0,,BBB-,"InChI=1S/C10H11I2NO3/c1-2-3-16-9(14)6-13-4-7(11)10(15)8(12)5-13/h4-5H,2-3,6H2,1H3",,R23|,C,,classification,446.8828392120002,16.55121626711112,2.0107,77.38600000000001,48.3,48.3,4,0,4,6,6,1,6,10,1,3,0,0.4,0.4,38.24072299999999,23.577277,120.6459988307035,1,1
propylthiouracil,7772,6-propyl-2-sulfanylidene-1h-pyrimidin-4-one,CCCc1cc(=O)[nH]c(=S)[nH]1,657298.0,,BBB-,"InChI=1S/C7H10N2OS/c1-2-3-5-4-6(10)9-7(11)8-5/h4H,2-3H2,1H3,(H2,8,9,10,11)",,R14|R15|R27|,D,,classification,170.05138394,8.09768494952381,1.38499,46.2424,80.74000000000001,48.65,2,2,2,6,6,1,4,7,2,1,1,0.4285714285714285,0.4285714285714285,24.25992999999998,13.27007,69.48582777182845,1,1
protokylol hydrochloride,5136,"4-[2-[1-(1,3-benzodioxol-5-yl)propan-2-ylamino]-1-hydroxyethyl]benzene-1,2-diol",CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1,4969.0,,BBB-,"InChI=1S/C18H21NO5/c1-11(6-12-2-5-17-18(7-12)24-10-23-17)19-9-16(22)13-3-4-14(20)15(21)8-13/h2-5,7-8,11,16,19-22H,6,9-10H2,1H3",,R14|,C,,classification,331.1419727720005,7.358710506044456,2.0807,88.46510000000004,91.18,91.18,6,4,6,12,12,3,6,18,1,5,0,0.3333333333333333,0.3333333333333333,49.17265299999998,25.109347,139.8319727576212,1,1
protriptyline,1921,"n-methyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,9,11,13-heptaenyl)propan-1-amine",CNCCCC1c2ccccc2C=Cc2ccccc21,4976.0|100004976.0|4159.0,,BBB+,"InChI=1S/C19H21N/c1-20-14-6-11-19-17-9-4-2-7-15(17)12-13-16-8-3-5-10-18(16)19/h2-5,7-10,12-13,19-20H,6,11,14H2,1H3",-1.0,R1|R13|R19|R6|R14|R23|R24|R26|R27|R27|R27|R27|R30|R30|R36||R16|R10|R10||R19|R14|R23|R27|R36|,B,,classification,263.1673996720002,6.418717065170737,4.301900000000003,86.81570000000005,12.03,12.03,1,1,4,12,12,3,1,19,1,0,0,0.2631578947368421,0.2631578947368421,46.83265299999998,21.63734699999999,120.8975201242318,1,1
proxibarbal,1114,"5-(2-hydroxypropyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O,17336.0,,BBB+,"InChI=1S/C10H14N2O4/c1-3-4-10(5-6(2)13)7(14)11-9(16)12-8(10)15/h3,6,13H,1,4-5H2,2H3,(H2,11,12,14,15,16)",-1.0,R1|R19|R6|R27|R27|R30|,B,,classification,226.095356928,7.5365118976,-0.3142,55.22620000000002,95.5,95.5,4,3,4,0,0,1,6,10,2,4,0,0.5,0.5,31.44310199999999,17.788898,92.70682029122894,1,1
prucalopride,475,"4-amino-5-chloro-n-[1-(3-methoxypropyl)piperidin-4-yl]-2,3-dihydro-1-benzofuran-7-carboxamide",COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,3052762.0|3052762.0|3052762.0|3052762.0|3052762.0|3052762.0|3052762.0|,-0.1,BBB+,"InChI=1S/C18H26ClN3O3/c1-24-9-2-6-22-7-3-12(4-8-22)21-18(23)14-11-15(19)16(20)13-5-10-25-17(13)14/h11-12H,2-10,20H2,1H3,(H,21,23)",,R2|R2|R25|R27|R46|R47|,A,,classification|regression,367.1662693720007,7.199338615137269,2.0878,98.48460000000006,76.82000000000001,76.82000000000001,5,2,6,6,6,3,7,18,3,3,0,0.6111111111111112,0.6111111111111112,55.28261799999997,32.643382,153.1405115219611,1,1
pyrantel,5273,"1-methyl-2-(2-thiophen-2-ylethenyl)-5,6-dihydro-4h-pyrimidine",CN1CCCN=C1C=Cc1cccs1,4989.0,,BBB-,"InChI=1S/C11H14N2S/c1-13-8-3-7-12-11(13)6-5-10-4-2-9-14-10/h2,4-6,9H,3,7-8H2,1H3",,R14|,C,,classification,206.087769448,7.360277480285714,2.4953,62.90200000000004,43.84,15.6,3,0,2,5,5,2,3,11,2,0,1,0.3636363636363636,0.3636363636363636,32.80510199999998,19.354898,88.58608316103472,1,1
pyrazinamide,3876,"(1s,2s,3r)-2-ethylsulfonyl-1-(methoxymethyl)-3-phenylcyclopropane-1-carbonitrile",CCS(=O)(=O)[C@H]1[C@H](c2ccccc2)[C@]1(C#N)COC,100001046.0,,BBB+,"InChI=1S/C14H17NO3S/c1-3-19(16,17)13-12(11-7-5-4-6-8-11)14(13,9-15)10-18-2/h4-8,12-13H,3,10H2,1-2H3/t12-,13-,14-/m0/s1",-1.0,R16|R10|,B,,classification,279.0929144040005,7.752580955666679,1.74348,72.35380000000004,75.53999999999999,67.16,4,0,5,6,6,2,5,14,1,3,1,0.5384615384615384,0.5,41.12148099999998,26.016519,113.4766321739028,1,1
pyridostigmine bromide,3879,"2-chloro-n-[(1r)-1-(2,4-dimethylphenyl)propyl]-5-nitrobenzamide",CC[C@@H](NC(=O)c1cc([N+](=O)[O-])ccc1Cl)c1ccc(C)cc1C,100004991.0,,BBB+,"InChI=1S/C18H19ClN2O3/c1-4-17(14-7-5-11(2)9-12(14)3)20-18(22)15-10-13(21(23)24)6-8-16(15)19/h5-10,17H,4H2,1-3H3,(H,20,22)/t17-/m1/s1",-1.0,R16|R10|,B,,classification,346.1084201480005,8.049033026697686,4.746140000000004,94.52060000000004,72.24,72.24,3,1,5,12,12,2,6,18,2,3,0,0.2777777777777778,0.2777777777777778,49.51506699999999,22.174933,145.3457762449739,1,1
pyridostigminebromide,2166,3-hydroxy-1-(3-hydroxypropyl)-2-methylpyridin-4-one,Cc1c(O)c(=O)ccn1CCCO,93513.0,,BBB-,"InChI=1S/C9H13NO3/c1-7-9(13)8(12)3-5-10(7)4-2-6-11/h3,5,11,13H,2,4,6H2,1H3",-1.0,R1|R13|R19|R28|R9|R24|R27|R30|R36|,B,,classification,183.089543276,7.041905510615385,0.2447199999999998,48.80660000000003,62.46,62.46,4,2,3,6,6,1,4,9,1,3,0,0.4444444444444444,0.4444444444444444,27.20430899999998,15.619691,76.07078064906102,1,1
pyridoxine,5536,"4,5-bis(hydroxymethyl)-2-methylpyridin-3-ol",Cc1ncc(CO)c(CO)c1O,1054.0,,BBB-,"InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3",,R15|R23|,C,,classification,169.073893212,7.351038835304348,0.0802199999999998,42.48440000000002,73.58000000000001,73.58000000000001,4,3,2,6,6,1,4,8,1,3,0,0.375,0.375,24.20072299999999,12.175277,70.12857870022134,1,1
pyrimethamine,818,"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine",CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,4993.0|100004993.0|4993.0|4993.0|4993.0|,0.49,BBB+,"InChI=1S/C12H13ClN4/c1-2-9-10(11(14)17-12(15)16-9)7-3-5-8(13)6-4-7/h3-6H,2H2,1H3,(H4,14,15,16,17)",-1.0,R18|R26|R27||R16|R10|,A,,classification|regression,248.082874096,8.269429136533333,2.5238,70.68080000000002,77.82,77.82,4,2,2,12,12,2,5,12,4,0,0,0.1666666666666666,0.1666666666666666,35.28830899999998,14.691691,104.6407251371544,1,1
pyrithione,5967,1-hydroxypyridine-2-thione,On1ccccc1=S,1570.0,,BBB-,"InChI=1S/C5H5NOS/c7-6-4-2-1-3-5(6)8/h1-4,7H",,R23|,C,,classification,127.00918478,9.769937290769231,1.45489,32.4505,57.25,25.16,3,1,0,6,6,1,3,5,1,1,1,0.0,0.0,16.485965,6.816034999999999,51.96807508591767,1,0
pyrvinium,5334,"2-[2-(2,5-dimethyl-1-phenylpyrrol-3-yl)ethenyl]-n,n,1-trimethylquinolin-1-ium-6-amine",Cc1cc(C=Cc2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,22526.0,,BBB-,"InChI=1S/C26H28N3/c1-19-17-21(20(2)29(19)24-9-7-6-8-10-24)11-13-23-14-12-22-18-25(27(3)4)15-16-26(22)28(23)5/h6-18H,1-5H3/q+1",,R14|,C,,classification,382.2277743160908,6.705750426598084,5.308240000000004,123.622,12.05,12.05,2,0,4,21,22,4,3,26,3,0,0,0.1923076923076923,0.1923076923076923,65.39020399999998,33.219796,172.7008328773071,0,1
quazepam,2270,"7-chloro-5-(2-fluorophenyl)-1-(2,2,2-trifluoroethyl)-3h-1,4-benzodiazepine-2-thione",Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,4999.0|100004999.0,,BBB+,"InChI=1S/C17H11ClF4N2S/c18-10-5-6-14-12(7-10)16(11-3-1-2-4-13(11)19)23-8-15(25)24(14)9-17(20,21)22/h1-7H,8-9H2",-1.0,R1|R13|R19|R6|R14|R15|R24|R26|R27|R27|R27|R30|R30|R37||R16|R10|R10|,B,,classification,386.0267599120003,10.72296555311112,5.026200000000003,94.357,47.69,15.6,2,0,2,12,12,3,8,17,2,0,1,0.1764705882352941,0.1764705882352941,45.23272299999999,20.077277,151.2867209858698,0,1
quetiapine,900,"2-[2-(4-benzo[b][1,4]benzothiazepin-6-ylpiperazin-1-yl)ethoxy]ethanol",OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,5002.0|5002.0|5002.0|5002.0|5002.0|5002.0|,0.7,BBB+,"InChI=1S/C21H25N3O2S/c25-14-16-26-15-13-23-9-11-24(12-10-23)21-17-5-1-3-7-19(17)27-20-8-4-2-6-18(20)22-21/h1-8,25H,9-16H2",,R2|R2|R25|R27|R46|,A,,classification|regression,383.1667480400007,7.368591308461552,2.856000000000002,109.1218,73.60000000000001,48.3,6,1,5,12,12,4,6,21,3,2,1,0.3809523809523809,0.3809523809523809,59.54382499999998,33.836175,164.207192881407,1,1
quinagolide,4807,"(3s,4as)-3-(diethylsulfamoylamino)-6-hydroxy-1-propyl-3,4,4a,5,10,10a-hexahydro-2h-benzo[g]quinoline",CCCN1C[C@@H](NS(=O)(=O)N(CC)CC)C[C@@H]2Cc3c(O)cccc3CC21,9908699.0|5748816.0,,BBB+,"InChI=1S/C20H33N3O3S/c1-4-10-22-14-17(21-27(25,26)23(5-2)6-3)11-16-12-18-15(13-19(16)22)8-7-9-20(18)24/h7-9,16-17,19,21,24H,4-6,10-14H2,1-3H3/t16-,17+,19?/m1/s1",,R6||R27|R30|,C,,classification,395.2242629160009,6.587071048600015,2.136099999999999,108.0383000000001,81.26,72.88000000000001,4,2,7,6,6,3,7,20,3,3,1,0.7,0.7,64.01016899999998,43.75183100000003,163.2888470932454,1,1
quinapril,5484,"(3s)-2-[(2s)-2-[[(2s)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]-3,4-dihydro-1h-isoquinoline-3-carboxylic acid",CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,54892.0,,BBB-,"InChI=1S/C25H30N2O5/c1-3-32-25(31)21(14-13-18-9-5-4-6-10-18)26-17(2)23(28)27-16-20-12-8-7-11-19(20)15-22(27)24(29)30/h4-12,17,21-22,26H,3,13-16H2,1-2H3,(H,29,30)/t17-,21-,22-/m0/s1",,R15|,C,,classification,438.2154720600008,7.067991484838723,2.5671,119.9015000000001,95.94,95.94,5,2,9,12,12,3,7,25,2,5,0,0.4,0.4,67.96378999999999,36.71621000000001,187.9289547948333,1,1
quinethazone,5183,"7-chloro-2-ethyl-4-oxo-2,3-dihydro-1h-quinazoline-6-sulfonamide",CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,6307.0,,BBB-,"InChI=1S/C10H12ClN3O3S/c1-2-9-13-7-4-6(11)8(18(12,16)17)3-5(7)10(15)14-9/h3-4,9,13H,2H2,1H3,(H,14,15)(H2,12,16,17)",,R14|R23|,C,,classification,289.0287899240004,9.634292997466678,0.8788000000000005,67.99310000000001,109.67,101.29,4,3,2,6,6,2,8,10,3,3,1,0.3,0.3,35.48751599999999,20.642484,109.5505197071235,1,1
quinidine,209,"(s)-[(2r,5r)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol",C=CC1C[C@@H]2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,nan|5953.0|3036746.0|24096961.0|100001065.0|3032576.0|nan|nan|nan||5953.0|5953.0|,-0.7,BBB+,"InChI=1S/C21H25NO2/c1-3-13-10-15-5-4-14(13)11-18(15)21(23)17-8-9-22-20-7-6-16(24-2)12-19(17)20/h3,6-9,12-15,18,21,23H,1,4-5,10-11H2,2H3/t13?,14-,15-,18-,21-/m0/s1",-1.0,R18|R26|R27||R21|R8||R13||R16|R10||R27|,A,,classification|regression,323.1885290400007,6.595684266122463,4.515200000000004,95.87980000000006,42.35000000000001,42.35000000000001,3,1,4,10,11,5,3,21,1,2,0,0.4761904761904761,0.4761904761904761,54.44382499999998,27.95617499999999,142.9185346473982,1,1
quinidine (quinine),403,(5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl)-(6-methoxyquinolin-4-yl)methanol,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,1065.0|5009.0|5009.0|5009.0|5009.0|5009.0|5009.0|5009.0|5009.0||1065.0|1065.0|1065.0|1065.0|1065.0|1065.0|1065.0|1065.0|1065.0|1065.0|,-0.2,BBB+,"InChI=1S/C20H24N2O2/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18/h3-6,8,11,13-14,19-20,23H,1,7,9-10,12H2,2H3",,R12|R36|R47|R27|R2|R2|R27|R40|R3|R4||R2|R2|R25|R27|R38|R41|R46|,A,,classification|regression,324.1837780080007,6.753828708500014,3.173200000000001,95.02680000000008,45.59,45.59,4,1,4,10,11,5,4,20,2,2,0,0.45,0.45,53.20703199999998,28.662968,142.3134262032049,1,1
quinine sulfate,1129,"(r)-[(2s,4r,5r)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol",C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,441073.0,,BBB-,"InChI=1S/C20H24N2O2/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18/h3-6,8,11,13-14,19-20,23H,1,7,9-10,12H2,2H3/t13-,14+,19-,20+/m0/s1",-1.0,R1|R27|R30|,B,,classification,324.1837780080007,6.753828708500014,3.173200000000001,95.02680000000008,45.59,45.59,4,1,4,10,11,5,4,20,2,2,0,0.45,0.45,53.20703199999998,28.662968,142.3134262032049,1,1
quinupramine,2576,"11-(1-azabicyclo[2.2.2]octan-3-yl)-5,6-dihydrobenzo[b][1]benzazepine",c1ccc2c(c1)CCc1ccccc1N2C1CN2CCC1CC2,93154.0|13255123.0,,BBB+,"InChI=1S/C21H24N2/c1-3-7-19-16(5-1)9-10-17-6-2-4-8-20(17)23(19)21-15-22-13-11-18(21)12-14-22/h1-8,18,21H,9-15H2",-1.0,R1|R13|R19|R6|R27|R27|R30||R24|R27|R30|,B,,classification,304.1939487680007,6.472211675914908,4.017500000000003,95.38300000000008,6.48,6.48,2,0,1,12,12,6,2,21,2,0,0,0.4285714285714285,0.4285714285714285,53.27303199999998,27.496968,138.2751502349495,1,1
rac-trans-sertraline,6435,"(1r,4s)-4-(3,4-dichlorophenyl)-n-methyl-1,2,3,4-tetrahydronaphthalen-1-amine",CN[C@@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,9882979.0,,BBB+,"InChI=1S/C17H17Cl2N/c1-20-17-9-7-12(13-4-2-3-5-14(13)17)11-6-8-15(18)16(19)10-11/h2-6,8,10,12,17,20H,7,9H2,1H3/t12-,17+/m0/s1",,R24|,C,,classification,305.0738049040004,8.24523797037839,5.179600000000004,85.78170000000004,12.03,12.03,1,1,2,12,12,3,3,17,1,0,0,0.2941176470588235,0.2941176470588235,45.18548099999998,18.644519,129.4637713813862,0,1
racemic tamsulosin,5239,5-[2-[2-(2-ethoxyphenoxy)ethylamino]propyl]-2-methoxybenzenesulfonamide,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,121829.0,,BBB-,"InChI=1S/C20H28N2O5S/c1-4-26-17-7-5-6-8-18(17)27-12-11-22-15(2)13-16-9-10-19(25-3)20(14-16)28(21,23)24/h5-10,14-15,22H,4,11-13H2,1-3H3,(H2,21,23,24)",,R14|,C,,classification,408.1718929960008,7.288783803500013,2.3409,108.6419,108.26,99.88,6,2,11,12,12,2,8,20,2,5,1,0.4,0.4,61.18020399999997,39.95379600000003,166.3991987022904,1,1
raloxifene,23,[6-hydroxy-2-(4-hydroxyphenyl)-1-benzothiophen-3-yl]-[4-(2-piperidin-1-ylethoxy)phenyl]methanone,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,5035.0|5035.0|5035.0|5035.0|,-1.81,BBB-,"InChI=1S/C28H27NO4S/c30-21-8-4-20(5-9-21)28-26(24-13-10-22(31)18-25(24)34-28)27(32)19-6-11-23(12-7-19)33-17-16-29-14-2-1-3-15-29/h4-13,18,30-31H,1-3,14-17H2",,R18|R26|R27|,A,,classification|regression,473.1660793440007,7.756820972852471,6.075200000000007,136.2511,98.24,70.0,6,2,7,21,22,5,6,28,1,4,1,0.25,0.25,71.97141099999999,33.860589,202.4046935995614,0,0
raltitrexed,5866,2-[[5-[methyl-[(2-methyl-4-oxo-3h-quinazolin-6-yl)methyl]amino]thiophene-2-carbonyl]amino]pentanedioic acid,Cc1nc2ccc(CN(C)c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)s3)cc2c(=O)[nH]1,135450461.0,,BBB-,"InChI=1S/C21H22N4O6S/c1-11-22-14-4-3-12(9-13(14)19(28)23-11)10-25(2)17-7-6-16(32-17)20(29)24-15(21(30)31)5-8-18(26)27/h3-4,6-7,9,15H,5,8,10H2,1-2H3,(H,24,29)(H,26,27)(H,30,31)(H,22,23,28)",,R23|,C,,classification,458.1260054240005,8.483814915259268,1.97722,119.2865000000001,180.93,152.69,7,4,9,15,16,3,11,21,4,6,1,0.2857142857142857,0.2857142857142857,61.85144599999998,31.992554,186.0785518775487,1,1
ramelteon,5679,"n-[2-(2,6,7,8-tetrahydro-1h-cyclopenta[e][1]benzofuran-8-yl)ethyl]propanamide",CCC(=O)NCCC1CCc2ccc3c(c21)CCO3,9881626.0|208902.0,,BBB+,"InChI=1S/C16H21NO2/c1-2-15(18)17-9-7-12-4-3-11-5-6-14-13(16(11)12)8-10-19-14/h5-6,12H,2-4,7-10H2,1H3,(H,17,18)",,R23|R37||R26|R34|,C,,classification,259.1572289120001,6.478930722800003,2.567600000000001,74.62070000000004,38.33,38.33,2,1,4,6,6,3,3,16,1,2,0,0.5625,0.5625,43.42665299999997,24.241347,113.8940914695633,1,1
ramipril,5220,"1-[2-[(1-ethoxy-1-oxo-4-phenylbutan-2-yl)amino]propanoyl]-3,3a,4,5,6,6a-hexahydro-2h-cyclopenta[b]pyrrole-2-carboxylic acid",CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCC21,5038.0|5362129.0,,BBB-,"InChI=1S/C23H32N2O5/c1-3-30-23(29)18(13-12-16-8-5-4-6-9-16)24-15(2)21(26)25-19-11-7-10-17(19)14-20(25)22(27)28/h4-6,8-9,15,17-20,24H,3,7,10-14H2,1-2H3,(H,27,28)",,R14|R23||R15|,C,,classification,416.2311221240009,6.713405195548401,2.3832,111.7975000000001,95.94,95.94,5,2,9,6,6,3,7,23,2,5,0,0.6086956521739131,0.6086956521739131,65.95737599999998,38.72262400000002,177.3257978928264,1,1
ranitidine,92,"(4r)-4-(1,3-benzodioxol-5-yl)-7-methyl-3,4-dihydropyrano[3,2-c]pyran-2,5-dione",CN/C(=N\C[N+](=O)[O-])NCCSCc1coc(CN(C)C)c1,nan|100005039.0|nan|nan|nan|,-1.23,BBB-,"InChI=1S/C13H23N5O3S/c1-14-13(16-10-18(19)20)15-4-5-22-9-11-6-12(21-8-11)7-17(2)3/h6,8H,4-5,7,9-10H2,1-3H3,(H2,14,15,16)",-1.0,R18|R26|R27||R16|R10|,A,,classification|regression,329.1521605960007,7.314492457688904,0.9736000000000004,88.61980000000004,121.24,95.94,6,2,9,5,5,1,9,13,5,3,1,0.6153846153846154,0.6153846153846154,47.85223899999998,32.42576099999999,134.0411776842879,1,1
ranitidine base,95,"1-n'-[2-[[5-[(dimethylamino)methyl]furan-2-yl]methylsulfanyl]ethyl]-1-n-methyl-2-nitroethene-1,1-diamine",CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,5039.0|5039.0|5039.0|5039.0|5039.0|5039.0|5039.0|,-1.23,BBB-,"InChI=1S/C13H22N4O3S/c1-14-13(9-17(18)19)15-6-7-21-10-12-5-4-11(20-12)8-16(2)3/h4-5,9,14-15H,6-8,10H2,1-3H3",,R8|R12|R21|R27|R36|R49|,A,,classification|regression,314.1412615640006,7.305610734046525,1.459,84.40080000000003,108.88,83.58,7,2,10,5,5,1,8,13,4,3,1,0.5384615384615384,0.5384615384615384,46.08544599999998,30.282554,128.4562521662435,1,1
rasagiline,1068,"(1r)-n-prop-2-ynyl-2,3-dihydro-1h-inden-1-amine",C#CCN[C@@H]1CCc2ccccc21,3052776.0|93043694.0,,BBB+,"InChI=1S/C12H13N/c1-2-9-13-12-8-7-10-5-3-4-6-11(10)12/h1,3-6,12-13H,7-9H2/t12-/m1/s1",-1.0,R1|R6|R27|R30||R13|R27|R30|,B,,classification,171.104799416,6.580953823692307,1.8967,54.33970000000003,12.03,12.03,1,1,2,6,6,2,1,12,1,0,0,0.4,0.3333333333333333,29.80830899999998,13.611691,79.1643122278147,1,1
rebamipide,5389,2-[(4-chlorobenzoyl)amino]-3-(2-oxo-1h-quinolin-4-yl)propanoic acid,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,5042.0,,BBB-,"InChI=1S/C19H15ClN2O4/c20-13-7-5-11(6-8-13)18(24)22-16(19(25)26)9-12-10-17(23)21-15-4-2-1-3-14(12)15/h1-8,10,16H,9H2,(H,21,23)(H,22,24)(H,25,26)",,R14|,C,,classification,370.0720346400004,9.026147186341474,2.6072,98.6147,99.26,99.26,3,3,5,16,17,3,7,19,2,4,0,0.1052631578947368,0.1052631578947368,49.319895,19.302105,152.9815067586462,1,1
reboxetine,1659,(2s)-2-[(s)-(2-ethoxyphenoxy)-phenylmethyl]morpholine,CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,65856.0|3022645.0|5311403.0|127151.0,,BBB+,"InChI=1S/C19H23NO3/c1-2-21-16-10-6-7-11-17(16)23-19(15-8-4-3-5-9-15)18-14-20-12-13-22-18/h3-11,18-20H,2,12-14H2,1H3/t18-,19-/m0/s1",-1.0,R1|R13|R27|R30|R37||R19|R6|R14|R23|R27||R24|R27|R30||R34|,B,,classification,313.1677935960006,6.807995512956536,3.1938,90.03170000000006,39.72,39.72,4,1,6,12,12,3,4,19,1,3,0,0.3684210526315789,0.3684210526315789,50.57223899999998,28.851761,136.9277588449367,1,1
regadenoson,5772,"1-[6-amino-9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]purin-2-yl]-n-methylpyrazole-4-carboxamide",CNC(=O)c1cnn(-c2nc(N)c3ncn(C4OC(CO)C(O)C4O)c3n2)c1,22451303.0,,BBB-,"InChI=1S/C15H18N8O5/c1-17-13(27)6-2-19-23(3-6)15-20-11(16)8-12(21-15)22(5-18-8)14-10(26)9(25)7(4-24)28-14/h2-3,5,7,9-10,14,24-26H,4H2,1H3,(H,17,27)(H2,16,20,21)",,R23|,C,,classification,390.1400156760004,8.481304688608704,-2.434699999999999,93.257,186.46,186.46,12,5,4,14,15,4,13,15,8,5,0,0.4,0.4,49.86227399999999,27.501726,156.9517562787127,0,0
regorafenib,5770,4-[4-[[4-chloro-3-(trifluoromethyl)phenyl]carbamoylamino]-3-fluorophenoxy]-n-methylpyridine-2-carboxamide,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,11167602.0,,BBB-,"InChI=1S/C21H15ClF4N4O3/c1-27-19(31)18-10-13(6-7-28-18)33-12-3-5-17(16(23)9-12)30-20(32)29-11-2-4-15(22)14(8-11)21(24,25)26/h2-10H,1H3,(H,27,31)(H2,29,30,32)",,R23|,C,,classification,482.0768809000005,10.04326835208334,5.688800000000002,113.1966,92.35,92.35,4,3,5,18,18,3,12,21,4,3,0,0.0952380952380952,0.0952380952380952,56.28589500000001,26.33210499999999,189.2765917891631,0,0
rel-pentazocine,1243,"(1r,9r,13s)-1,13-dimethyl-10-(3-methylbut-2-enyl)-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol",CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@H]2C,9669.0,,BBB+,"InChI=1S/C19H27NO/c1-13(2)7-9-20-10-8-19(4)14(3)18(20)11-15-5-6-16(21)12-17(15)19/h5-7,12,14,18,21H,8-11H2,1-4H3/t14-,18-,19-/m1/s1",-1.0,R1|R27|R30|,B,,classification,285.2092644840008,5.941859676750016,3.882600000000002,87.73580000000005,23.47,23.47,2,1,2,6,6,3,2,19,1,1,0,0.5789473684210527,0.5789473684210527,51.63541099999997,28.796589,128.0284526898095,1,1
